"";"Block";"FlowerFieldType";"Transect";"Species";"LifeStrategy";"Ecotype";"Phagy_Nickel";"FoodPlant_Nickel";"RedList";"tot.Count"
"1038";9;"1yr-GM";"control grass path";"P.helvolus";"";"MesO";"o1";"Poaceae";"*";10
"1039";9;"1yr-GM";"control grass path";"Z.scutellaris";"pioneer";"MesO";"o1";"Poaceae";"*";4
"1040";9;"1yr-GM";"field edge";"E.atropunctata";"";"MesS";"p";"herbs";"*";12
"1041";9;"1yr-GM";"field edge";"E.incisus";"eurytop";"MesO";"o2";"Poaceae, Fabaceae";"*";3
"1042";9;"1yr-GM";"field edge";"E.mollicula";"oligotop";"MesO";"p";"Lamiaceae, Verbascum";"*";5
"1043";9;"1yr-GM";"field edge";"E.ocellaris";"eurytop";"MesO";"o1";"Poaceae";"*";2
"1044";9;"1yr-GM";"field edge";"E.pteridis";"";"UES";"p";"herbs";"*";11
"1045";9;"1yr-GM";"field edge";"M.crocea";"oligotop";"(MesS)";"o1";"Calamagrostis, Brachypodium, Molinia";"*";1
"1046";9;"1yr-GM";"field edge";"M.laevis";"pioneer";"UES";"p";"Poaceae";"*";5
"1047";9;"1yr-GM";"field edge";"M.sardus";"";"MesS";"o2?";"?";"*";2
"1048";9;"1yr-GM";"field edge";"P.spumarius";"eurytop";"MesO";"p";"dicotyle herbs";"*";1
"1049";9;"1yr-GM";"field edge";"Psammotettix.sp";"";"";"";"";"";2
"1050";9;"1yr-GM";"field centre";"E.atropunctata";"";"MesS";"p";"herbs";"*";5
"1051";9;"1yr-GM";"field centre";"E.mollicula";"oligotop";"MesO";"p";"Lamiaceae, Verbascum";"*";1
"1052";9;"1yr-GM";"field centre";"Empoasca.sp";"";"";"";"";"";2
"1053";9;"1yr-GM";"field centre";"L.striatella";"pioneer";"UES";"p?";"Poaceae";"*";1
"1054";9;"1yr-GM";"field centre";"M.laevis";"pioneer";"UES";"p";"Poaceae";"*";3
"1055";9;"1yr-GM";"field centre";"M.sardus";"";"MesS";"o2?";"?";"*";1
"1056";9;"1yr-GM";"field centre";"Z.scutellaris";"pioneer";"MesO";"o1";"Poaceae";"*";1
"1057";9;"2yr-GM";"control grass path";"A.striifrons";"stenotop";"HygO";"m2";"Festuca arundinacea, F. pratensis?, F. rubra?";"V";2
"1058";9;"2yr-GM";"control grass path";"D.hamata";"eurytop";"MesO";"o1";"Poaceae";"*";1
"1059";9;"2yr-GM";"control grass path";"D.pulicaris";"oligotop";"MesO";"o1";"Poaceae";"*";28
"1060";9;"2yr-GM";"control grass path";"E.atropunctata";"";"MesS";"p";"herbs";"*";1
"1061";9;"2yr-GM";"control grass path";"E.incisus";"eurytop";"MesO";"o2";"Poaceae, Fabaceae";"*";2
"1062";9;"2yr-GM";"control grass path";"E.mollicula";"oligotop";"MesO";"p";"Lamiaceae, Verbascum";"*";8
"1063";9;"2yr-GM";"control grass path";"E.ocellaris";"eurytop";"MesO";"o1";"Poaceae";"*";11
"1064";9;"2yr-GM";"control grass path";"Emelyanoviana.sp";"";"";"";"";"";1
"1065";9;"2yr-GM";"control grass path";"Empoasca.sp";"";"";"";"";"";1
"1066";9;"2yr-GM";"control grass path";"J.pellucida";"pioneer";"UES";"p";"Poaceae, Cyperaceae?";"*";5
"1067";9;"2yr-GM";"control grass path";"L.striatella";"pioneer";"UES";"p?";"Poaceae";"*";3
"1068";9;"2yr-GM";"control grass path";"M.laevis";"pioneer";"UES";"p";"Poaceae";"*";9
"1069";9;"2yr-GM";"control grass path";"N.campestris";"oligotop";"MesO";"o1";"Poaceae";"*";2
"1070";9;"2yr-GM";"control grass path";"P.helvolus";"";"MesO";"o1";"Poaceae";"*";67
"1071";9;"2yr-GM";"control grass path";"Z.scutellaris";"pioneer";"MesO";"o1";"Poaceae";"*";1
"1072";9;"2yr-GM";"field edge";"Aphrodes.sp";"";"";"";"";"";1
"1073";9;"2yr-GM";"field edge";"E.atropunctata";"";"MesS";"p";"herbs";"*";3
"1074";9;"2yr-GM";"field edge";"E.incisus";"eurytop";"MesO";"o2";"Poaceae, Fabaceae";"*";1
"1075";9;"2yr-GM";"field edge";"E.ocellaris";"eurytop";"MesO";"o1";"Poaceae";"*";3
"1076";9;"2yr-GM";"field edge";"M.crocea";"oligotop";"(MesS)";"o1";"Calamagrostis, Brachypodium, Molinia";"*";1
"1077";9;"2yr-GM";"field edge";"P.alienus";"";"UES";"o1";"Poaceae";"*";1
"1078";9;"2yr-GM";"field edge";"Z.scutellaris";"pioneer";"MesO";"o1";"Poaceae";"*";6
"1079";9;"2yr-GM";"field centre";"E.atropunctata";"";"MesS";"p";"herbs";"*";1
"1080";9;"2yr-GM";"field centre";"E.ocellaris";"eurytop";"MesO";"o1";"Poaceae";"*";5
"1081";9;"2yr-GM";"field centre";"Empoasca.sp";"";"";"";"";"";1
"1082";9;"2yr-GM";"field centre";"M.laevis";"pioneer";"UES";"p";"Poaceae";"*";1
"1083";9;"2yr-GM";"field centre";"M.sardus";"";"MesS";"o2?";"?";"*";1
"1084";9;"2yr-GM";"field centre";"Macrosteles.sp";"";"";"";"";"";2
"1085";9;"2yr-GM";"field centre";"P.alienus";"";"UES";"o1";"Poaceae";"*";2
"1086";9;"2yr-GM";"field centre";"Psammotettix.sp";"";"";"";"";"";1
"1087";9;"3yr+";"control grass path";"A.argentarius";"oligotop";"(XerO)";"o1";"Poaceae";"*";3
"1088";9;"3yr+";"control grass path";"A.pascuellus";"eurytop";"MesO";"o1";"Poaceae";"*";1
"1089";9;"3yr+";"control grass path";"C.viridis";"oligotop";"MesO";"p";"Juncus, Carex";"*";1
"1090";9;"3yr+";"control grass path";"E.atropunctata";"";"MesS";"p";"herbs";"*";2
"1091";9;"3yr+";"control grass path";"E.interruptus";"oligotop";"MesS";"p";"Asteraceae, Urtica, Epilobium";"*";1
"1092";9;"3yr+";"control grass path";"E.mollicula";"oligotop";"MesO";"p";"Lamiaceae, Verbascum";"*";3
"1093";9;"3yr+";"control grass path";"E.pteridis";"";"UES";"p";"herbs";"*";1
"1094";9;"3yr+";"control grass path";"H.elegantula";"oligotop";"MesS";"o1";"Poaceae";"*";2
"1095";9;"3yr+";"control grass path";"H.tenius";"stenotop";"MesS";"o1?";"Festuca ovina, Poa?, Agrostis?";"3";1
"1096";9;"3yr+";"control grass path";"J.pellucida";"pioneer";"UES";"p";"Poaceae, Cyperaceae?";"*";1
"1097";9;"3yr+";"control grass path";"L.striatella";"pioneer";"UES";"p?";"Poaceae";"*";1
"1098";9;"3yr+";"control grass path";"M.laevis";"pioneer";"UES";"p";"Poaceae";"*";2
"1099";9;"3yr+";"control grass path";"P.helvolus";"";"MesO";"o1";"Poaceae";"*";4
"1100";9;"3yr+";"control grass path";"P.spumarius";"eurytop";"MesO";"p";"dicotyle herbs";"*";4
"1101";9;"3yr+";"control grass path";"Z.scutellaris";"pioneer";"MesO";"o1";"Poaceae";"*";3
"1102";9;"3yr+";"field edge";"C.paolii";"oligotop";"XerO";"o1";"Achillea millefolium, Artemisia campestris";"*";5
"1103";9;"3yr+";"field edge";"E.atropunctata";"";"MesS";"p";"herbs";"*";1
"1104";9;"3yr+";"field edge";"E.ocellaris";"eurytop";"MesO";"o1";"Poaceae";"*";1
"1105";9;"3yr+";"field edge";"J.pellucida";"pioneer";"UES";"p";"Poaceae, Cyperaceae?";"*";2
"1106";9;"3yr+";"field edge";"M.laevis";"pioneer";"UES";"p";"Poaceae";"*";1
"1107";9;"3yr+";"field edge";"Macrosteles.sp";"";"";"";"";"";2
"1108";9;"3yr+";"field edge";"P.spumarius";"eurytop";"MesO";"p";"dicotyle herbs";"*";3
"1109";9;"3yr+";"field edge";"S.bisonia";"changing";"MesS";"p";"Fabaceae, Rosaceae";"nb";1
"1110";9;"3yr+";"field centre";"E.decipiens";"";"UES";"p";"herbs, wood";"*";1
"1111";9;"3yr+";"field centre";"E.mollicula";"oligotop";"MesO";"p";"Lamiaceae, Verbascum";"*";1
"1112";9;"3yr+";"field centre";"E.pteridis";"";"UES";"p";"herbs";"*";6
"1113";9;"3yr+";"field centre";"E.vitis";"";"UES";"p";"decidous trees/shrubs";"*";1
"1114";9;"3yr+";"field centre";"Empoasca.sp";"";"";"";"";"";5
"1115";9;"3yr+";"field centre";"M.laevis";"pioneer";"UES";"p";"Poaceae";"*";5
"1116";9;"3yr+";"field centre";"M.sardus";"";"MesS";"o2?";"?";"*";1
"1117";9;"3yr+";"field centre";"P.spumarius";"eurytop";"MesO";"p";"dicotyle herbs";"*";6
"1118";9;"3yr+";"field centre";"S.bisonia";"changing";"MesS";"p";"Fabaceae, Rosaceae";"nb";1
"1119";10;"1yr-FAKT";"control grass path";"A.ribauti";"oligotop";"MesO";"o2?";"Plantago, Fabaceae?, Lamiaceae?";"*";1
"1120";10;"1yr-FAKT";"control grass path";"C.paolii";"oligotop";"XerO";"o1";"Achillea millefolium, Artemisia campestris";"*";2
"1121";10;"1yr-FAKT";"control grass path";"C.viridis";"oligotop";"MesO";"p";"Juncus, Carex";"*";1
"1122";10;"1yr-FAKT";"control grass path";"D.pulicaris";"oligotop";"MesO";"o1";"Poaceae";"*";1
"1123";10;"1yr-FAKT";"control grass path";"E.atropunctata";"";"MesS";"p";"herbs";"*";1
"1124";10;"1yr-FAKT";"control grass path";"E.incisus";"eurytop";"MesO";"o2";"Poaceae, Fabaceae";"*";4
"1125";10;"1yr-FAKT";"control grass path";"E.ocellaris";"eurytop";"MesO";"o1";"Poaceae";"*";5
"1126";10;"1yr-FAKT";"control grass path";"L.striatella";"pioneer";"UES";"p?";"Poaceae";"*";2
"1127";10;"1yr-FAKT";"control grass path";"M.laevis";"pioneer";"UES";"p";"Poaceae";"*";4
"1128";10;"1yr-FAKT";"control grass path";"N.fenestratus";"oligotop";"XerO";"m2?";"Leontodon";"V";1
"1129";10;"1yr-FAKT";"control grass path";"P.helvolus";"";"MesO";"o1";"Poaceae";"*";11
"1130";10;"1yr-FAKT";"control grass path";"P.spumarius";"eurytop";"MesO";"p";"dicotyle herbs";"*";2
"1131";10;"1yr-FAKT";"control grass path";"Z.scutellaris";"pioneer";"MesO";"o1";"Poaceae";"*";6
"1132";10;"1yr-FAKT";"field edge";"E.affinis";"";"MesS";"p";"herbs, wood";"*";1
"1133";10;"1yr-FAKT";"field edge";"E.pteridis";"";"UES";"p";"herbs";"*";2
"1134";10;"1yr-FAKT";"field edge";"L.striatella";"pioneer";"UES";"p?";"Poaceae";"*";1
"1135";10;"1yr-FAKT";"field edge";"P.helvolus";"";"MesO";"o1";"Poaceae";"*";2
"1136";10;"1yr-FAKT";"field edge";"P.spumarius";"eurytop";"MesO";"p";"dicotyle herbs";"*";11
"1137";10;"1yr-FAKT";"field edge";"Z.scutellaris";"pioneer";"MesO";"o1";"Poaceae";"*";1
"1138";10;"1yr-FAKT";"field centre";"E.atropunctata";"";"MesS";"p";"herbs";"*";7
"1139";10;"1yr-FAKT";"field centre";"E.incisus";"eurytop";"MesO";"o2";"Poaceae, Fabaceae";"*";1
"1140";10;"1yr-FAKT";"field centre";"E.pteridis";"";"UES";"p";"herbs";"*";5
"1141";10;"1yr-FAKT";"field centre";"H.tenius";"stenotop";"MesS";"o1?";"Festuca ovina, Poa?, Agrostis?";"3";1
"1142";10;"1yr-FAKT";"field centre";"M.laevis";"pioneer";"UES";"p";"Poaceae";"*";2
"1143";10;"1yr-FAKT";"field centre";"M.sardus";"";"MesS";"o2?";"?";"*";2
"1144";10;"1yr-FAKT";"field centre";"N.fenestratus";"oligotop";"XerO";"m2?";"Leontodon";"V";4
"1145";10;"1yr-FAKT";"field centre";"P.helvolus";"";"MesO";"o1";"Poaceae";"*";1
"1146";10;"1yr-FAKT";"field centre";"P.spumarius";"eurytop";"MesO";"p";"dicotyle herbs";"*";2
"1147";10;"1yr-GM";"control grass path";"D.pulicaris";"oligotop";"MesO";"o1";"Poaceae";"*";1
"1148";10;"1yr-GM";"control grass path";"E.incisus";"eurytop";"MesO";"o2";"Poaceae, Fabaceae";"*";12
"1149";10;"1yr-GM";"control grass path";"E.ocellaris";"eurytop";"MesO";"o1";"Poaceae";"*";3
"1150";10;"1yr-GM";"control grass path";"J.pellucida";"pioneer";"UES";"p";"Poaceae, Cyperaceae?";"*";1
"1151";10;"1yr-GM";"control grass path";"L.striatella";"pioneer";"UES";"p?";"Poaceae";"*";2
"1152";10;"1yr-GM";"control grass path";"Macrosteles.sp";"";"";"";"";"";2
"1153";10;"1yr-GM";"control grass path";"P.alienus";"";"UES";"o1";"Poaceae";"*";5
"1154";10;"1yr-GM";"control grass path";"P.helvolus";"";"MesO";"o1";"Poaceae";"*";10
"1155";10;"1yr-GM";"control grass path";"P.spumarius";"eurytop";"MesO";"p";"dicotyle herbs";"*";1
"1156";10;"1yr-GM";"control grass path";"Psammotettix.sp";"";"";"";"";"";15
"1157";10;"1yr-GM";"control grass path";"Z.scutellaris";"pioneer";"MesO";"o1";"Poaceae";"*";2
"1158";10;"1yr-GM";"field edge";"Aphrodes.sp";"";"";"";"";"";1
"1159";10;"1yr-GM";"field edge";"E.atropunctata";"";"MesS";"p";"herbs";"*";3
"1160";10;"1yr-GM";"field edge";"E.mollicula";"oligotop";"MesO";"p";"Lamiaceae, Verbascum";"*";1
"1161";10;"1yr-GM";"field edge";"E.pteridis";"";"UES";"p";"herbs";"*";6
"1162";10;"1yr-GM";"field edge";"Empoasca.sp";"";"";"";"";"";1
"1163";10;"1yr-GM";"field edge";"M.laevis";"pioneer";"UES";"p";"Poaceae";"*";6
"1164";10;"1yr-GM";"field edge";"M.sardus";"";"MesS";"o2?";"?";"*";3
"1165";10;"1yr-GM";"field edge";"N.campestris";"oligotop";"MesO";"o1";"Poaceae";"*";1
"1166";10;"1yr-GM";"field edge";"P.alienus";"";"UES";"o1";"Poaceae";"*";2
"1167";10;"1yr-GM";"field edge";"P.spumarius";"eurytop";"MesO";"p";"dicotyle herbs";"*";1
"1168";10;"1yr-GM";"field centre";"C.paolii";"oligotop";"XerO";"o1";"Achillea millefolium, Artemisia campestris";"*";1
"1169";10;"1yr-GM";"field centre";"E.atropunctata";"";"MesS";"p";"herbs";"*";6
"1170";10;"1yr-GM";"field centre";"E.mollicula";"oligotop";"MesO";"p";"Lamiaceae, Verbascum";"*";7
"1171";10;"1yr-GM";"field centre";"E.pteridis";"";"UES";"p";"herbs";"*";16
"1172";10;"1yr-GM";"field centre";"Empoasca.sp";"";"";"";"";"";1
"1173";10;"1yr-GM";"field centre";"Macrosteles.sp";"";"";"";"";"";1
"1174";10;"1yr-GM";"field centre";"P.alienus";"";"UES";"o1";"Poaceae";"*";2
"1175";10;"1yr-GM";"field centre";"P.confinis";"eurytop";"MesO";"o1";"Poaceae";"*";1
"1176";10;"1yr-GM";"field centre";"Z.scutellaris";"pioneer";"MesO";"o1";"Poaceae";"*";1
"1177";10;"2yr-GM";"control grass path";"D.pulicaris";"oligotop";"MesO";"o1";"Poaceae";"*";6
"1178";10;"2yr-GM";"control grass path";"E.incisus";"eurytop";"MesO";"o2";"Poaceae, Fabaceae";"*";8
"1179";10;"2yr-GM";"control grass path";"E.ocellaris";"eurytop";"MesO";"o1";"Poaceae";"*";4
"1180";10;"2yr-GM";"control grass path";"H.tenius";"stenotop";"MesS";"o1?";"Festuca ovina, Poa?, Agrostis?";"3";1
"1181";10;"2yr-GM";"control grass path";"J.pellucida";"pioneer";"UES";"p";"Poaceae, Cyperaceae?";"*";1
"1182";10;"2yr-GM";"control grass path";"L.striatella";"pioneer";"UES";"p?";"Poaceae";"*";4
"1183";10;"2yr-GM";"control grass path";"M.laevis";"pioneer";"UES";"p";"Poaceae";"*";16
"1184";10;"2yr-GM";"control grass path";"P.alienus";"";"UES";"o1";"Poaceae";"*";1
"1185";10;"2yr-GM";"control grass path";"P.helvolus";"";"MesO";"o1";"Poaceae";"*";40
"1186";10;"2yr-GM";"control grass path";"P.spumarius";"eurytop";"MesO";"p";"dicotyle herbs";"*";1
"1187";10;"2yr-GM";"field edge";"Empoasca.sp";"";"";"";"";"";1
"1188";10;"2yr-GM";"field edge";"H.tenius";"stenotop";"MesS";"o1?";"Festuca ovina, Poa?, Agrostis?";"3";1
"1189";10;"2yr-GM";"field edge";"M.laevis";"pioneer";"UES";"p";"Poaceae";"*";2
"1190";10;"2yr-GM";"field edge";"P.alienus";"";"UES";"o1";"Poaceae";"*";1
"1191";10;"2yr-GM";"field edge";"P.helvolus";"";"MesO";"o1";"Poaceae";"*";1
"1192";10;"2yr-GM";"field centre";"A.clavicornis";"oligotop";"XerO";"p";"dicodyle herbs";"*";1
"1193";10;"2yr-GM";"field centre";"Aphrodes.sp";"";"";"";"";"";1
"1194";10;"2yr-GM";"field centre";"E.atropunctata";"";"MesS";"p";"herbs";"*";1
"1195";10;"2yr-GM";"field centre";"E.incisus";"eurytop";"MesO";"o2";"Poaceae, Fabaceae";"*";1
"1196";10;"2yr-GM";"field centre";"E.ocellaris";"eurytop";"MesO";"o1";"Poaceae";"*";2
"1197";10;"2yr-GM";"field centre";"Empoasca.sp";"";"";"";"";"";1
"1198";10;"2yr-GM";"field centre";"H.tenius";"stenotop";"MesS";"o1?";"Festuca ovina, Poa?, Agrostis?";"3";1
"1199";10;"2yr-GM";"field centre";"M.laevis";"pioneer";"UES";"p";"Poaceae";"*";2
"1200";10;"2yr-GM";"field centre";"P.alienus";"";"UES";"o1";"Poaceae";"*";1
"1201";10;"2yr-GM";"field centre";"P.helvolus";"";"MesO";"o1";"Poaceae";"*";1
"1202";10;"2yr-GM";"field centre";"Z.scutellaris";"pioneer";"MesO";"o1";"Poaceae";"*";2
"1203";10;"3yr+";"control grass path";"A.clavicornis";"oligotop";"XerO";"p";"dicodyle herbs";"*";3
"1204";10;"3yr+";"control grass path";"C.persimilis";"";"MesO";"m1";"Dactylis glomerata";"*";1
"1205";10;"3yr+";"control grass path";"E.incisus";"eurytop";"MesO";"o2";"Poaceae, Fabaceae";"*";1
"1206";10;"3yr+";"control grass path";"E.ocellaris";"eurytop";"MesO";"o1";"Poaceae";"*";28
"1207";10;"3yr+";"control grass path";"H.tenius";"stenotop";"MesS";"o1?";"Festuca ovina, Poa?, Agrostis?";"3";1
"1208";10;"3yr+";"control grass path";"L.coleoptrata";"oligotop";"MesO";"p";"Poaceae, dikotyle herbs";"V";2
"1209";10;"3yr+";"control grass path";"L.striatella";"pioneer";"UES";"p?";"Poaceae";"*";2
"1210";10;"3yr+";"control grass path";"Macrosteles.sp";"";"";"";"";"";1
"1211";10;"3yr+";"control grass path";"P.alienus";"";"UES";"o1";"Poaceae";"*";2
"1212";10;"3yr+";"control grass path";"P.spumarius";"eurytop";"MesO";"p";"dicotyle herbs";"*";8
"1213";10;"3yr+";"control grass path";"R.albostriata";"stenotop";"MesO";"m1";"Poa pratensis";"*";1
"1214";10;"3yr+";"control grass path";"Z.scutellaris";"pioneer";"MesO";"o1";"Poaceae";"*";2
"1215";10;"3yr+";"field edge";"A.interstitialis";"oligotop";"(XerO)";"o1";"Elymus repens";"*";1
"1216";10;"3yr+";"field edge";"L.striatella";"pioneer";"UES";"p?";"Poaceae";"*";1
"1217";10;"3yr+";"field edge";"M.sardus";"";"MesS";"o2?";"?";"*";3
"1218";10;"3yr+";"field edge";"P.alienus";"";"UES";"o1";"Poaceae";"*";4
"1219";10;"3yr+";"field edge";"P.spumarius";"eurytop";"MesO";"p";"dicotyle herbs";"*";32
"1220";10;"3yr+";"field centre";"M.sardus";"";"MesS";"o2?";"?";"*";9
"1221";10;"3yr+";"field centre";"P.spumarius";"eurytop";"MesO";"p";"dicotyle herbs";"*";26
